full_text;username;;Hasil
@GOAL_ID Timnas Indonesia ini sudah mati gaya. Main di kandang lawan Bangladesh aja kok ya imbang 0-0. Ndak ada harapan...;masealf;;Tidak Puas
Sontekan Spaso berhasil menambah keunggulan untuk Indonesia! â¤ğŸ‡®ğŸ‡©\n\nSkor sementara 0-4.\nTerus semangat, Garuda! ğŸ¦…\n\n#KitaGaruda #TimnasDay https://t.co/0i7tS4YSjk;PSSI;;Puas
Antusias, Kai Boham Ingin Bawa Gaya Main Eropa di Timnas Indonesia U-19 https://t.co/hl7GdWvHFF;bolatimesdotcom;;Puas
Main banyak gaya tapi gampang kecolongan hhhhmmmmhhh\n #TimnasIndonesia;secangkirkopie;;Tidak Puas
@garistengah_id Saya masih ingat betul gaya stylish dia melawan Timnas u19. Main santai, hemat energi, dan konsisten. Tidak seperti Indonesia yang begitu cepat dan menghabiskan tenaga.;comeonnatha;;Puas
@Indostransfer Awal kebangkitan dan gaya main sepak bola Indonesia moga tdk ada setan gundul ikut nimbung di TIMNAS STY IS THE BEST;iwan_supomo;;Puas
Dulu saya yang berharap Spaso main di Timnas Indonesia karena status topskor Liga 1, kuat tahan bola dan gaya main sebagai staraiker pemantul, dan Akhirnya Spaso mencetak Gol buat Indoenesia;Arifin_Sahab;;Puas
@ruangtaktik Gaya main timnas Indonesia yang sesungguhnya..ğŸ˜;yulius_wisnu;;Puas
@Tukhin_Mafala Baru kali ini lihat Thailand kalah mental duluan menghadapi Timnas Indonesia, sampai gak kepikiran lagi main secara gentle, akhirnya akting gaya India yang ditiru saat hadapi Indonesia di Piala Thomas!;de_zoffi;;Puas
Lu udah terbiasa liat gaya main sepakbola eropa ngeliat timnas Indonesia main ampun dari babak pertama aja dah males ngeliat nya;MuhRafli27;;Tidak Puas
"@Box2BoxBola Makanya gaya main klub Indonesia jarang yg dari kaki ke kaki &amp; pake through pass gini karena udah pasti dianggep offside sama wasit. Gak heran waktu main di timnas pada kaget diminta main bola2 pendek";andreasicamaru;;Tidak Puas
@dribble9 Di aff kemarin jg, timnas Indonesia gaya main winger nya semua arah lari nya ke kotak penalti,, mirip2 winger modern skrg;alfiensius;;Puas
Melihat gaya main Thailand pasti menyerang. Indonesia juga tdk akan kalah menyerang lbh agresif. Mereka pasti sama2 bermain terbuka. Adu cepat saja. Leg 1 ini skor bisa 2-1 buat kemenangan Indonesia.....#TimnasDay #TimnasIndonesia #IndonesiaJuaraAFF #FinalPialaAFF2020 #Indonesia;Mas_Say_Fh;;Puas
@affsuzukicup Well played ~\nThx @PSSI , Aku suka semangat asnawi .\nGaya Main Bek Sayap Serang\n\nTerima Kasih  sudah membela atas nama Rakyat Indonesia ... Semoga lebih semangat lagi Timnas untuk pertandingan official FIFA kedepan.;BentarKun;;Puas
@PSSI Kuncinya satu. PERTAHANKAN COACH STY, berikan waktu untuk memperbaiki timnas. Bisa membawa tim semuda ini ke final sudah luar biasa, tapi terlihat di gaya main Indonesia sudah sangat jauh berbeda. Kalau dikasih kesempatan, yakin Timnas bisa selevel dengan Thailand atau Vietnam.;savefootball06;;Puas
Emang paling bener pemain timnas yg sekarang klo bisa pada main diluar liga indonesia\nMentalitas dan gaya bermain pasti akan banyak berpengaruh;Gans_Flanker;;Puas
@SiaranBolaLive Padahal AFF kmrn lumayan mainnya, ini masih kebawa gaya permainan liga Indonesia timnas, grasa grusu, passing gak jelas, main bola lambung kedepan terus;HarryQuatre;;Tidak Puas
Ketika melihat skor thailand vs Indonesia.. ketika melihat gaya main Indonesia yg masih gitu2 aja.. ketika mnyadari mmg timnas kmampuannya hanya sebatas runner up AFF.. https://t.co/d4QhwhrSMN;upin_to;;Tidak Puas
Seneng bgt liat gaya main Jordi Amat, cara bertahannya lugas ala bek italia tp nyaman bawa bola ala bek spanyol. Jordi bisa bantu timnas indonesia dengan pengalaman dan kepemimpinan di lapangan;GamutuFc;;Puas
Evan dimas sama abimanyu sebetulnya bagus passing jauh dan pindah sayap, tapi sepertinya ga cocok dengan gaya main STY yang suka passing diantara channel. PR imho ada di finishing sama defend set pieces. Amazing achievement for timnas Indonesia. Proud;aykzir;;Puas
"Cukup puas liat gaya main Timnas di menit-menit akhir babak ke-2 dan Extra Time (tentu nya). \nTapi jgn langsung ngerasa udh jago yaa adek timnas @PSSI \nitu SGP td banyak kena kartu merah loh, klo 11 vs 11 bisa lain ceritanya ğŸ˜… #AFFSuzukiCup2020 #IDNSGP #indonesia""";zerPandie;;Puas
@RCTISports_ Ayo timnas indonesia tunjukkin gaya main mu yg bikin orang indonesia bisa bangga atas kerja kerasmu.ğŸ‘‰ğŸ’ªğŸ‘ˆ;Edo_thEforyou;;Puas
@detikcom #TimnasIndonesia main lah sesuai gaya dan strategi pelatih.\nGak usah dengerin netijen yg nuntut kalian u/ main cantik.\nYg penting fokus, berikan yg terbaik, main lepas, cetak gol sebanyak-banyaknya ğŸ˜ƒ\n\nYg menentukan menang / kalah itu golnya, bukan dinilai dr permainan cantiknya;sangamei;;Puas
Mantan Pelatih Thailand: Gajah Perang akan Benci Gaya Main Timnas Indonesia https://t.co/yqoeRB9Hqb https://t.co/7wV7FVAnNg;KompasTV;;Puas
Piala AFF - Eks Pelatih Gajah Perang: Gaya Main Timnas Indonesia Dibenci Sepak Bola Thailand https://t.co/33R3zNlRJc;tribunSUPERBALL;;Puas
@SiaranBolaLive Banyak gaya?? Intinya kalau yg main timnas indonesia sekalipun mainnya jelek atau kalah tetap dukung tim indonesia. Gimanapun lu tinggal di indonesia ya harus bela team dimana kamu tinggal. Blok;Andre47605609;;Tidak Puas
Piala AFF - Eks Pelatih Gajah Perang: Gaya Main Timnas Indonesia Dibenci Sepak Bola Thailand https://t.co/iWmcVY0Nb3;BolaSportcom;;Puas
#TimnasIndonesia Kepedean,,baru unggul 1-0 ,,main kendor banyak gaya,,,kebobolan deh,,,Seri berasa kalah;setiadigugi;;Tidak Puas
Ngeliat timnas main keknya emang shin tae yong belum terlalu menerapkan gaya mainnya. Soalnya masih longball kedepan terus. Tapi wajar sih melihat kualitas pemain indonesia jauh dibawha vietnam. Seri aja udh bagus. Tapi keknya bakalan kalah sih kalo  masih banyak  kekurangannya;ramdani_pratama;;Tidak Puas
Disaat Timnas Vietnam dah sering main Tiki-Taka dengan cantik, eh Timnas Indonesia masihhhh aja setia main dengan gaya Teka-Teki nya! https://t.co/V9j5pLuwot;MafiaWasit;;Tidak Puas
Gaya Main Timnas Indonesia Dapat Perhatian Khusus dari Vietnam, Ini Paparannya https://t.co/2489AHozaa https://t.co/hAjEJOLeCT;AhmadNorMaulana;;Puas
Piala AFF - Pelatih Malaysia: Gaya Main Timnas Indonesia Mirip Vietnam, tapi Kalah Kualitas https://t.co/enUX2zU8N5;bolasportdotcom;;Tidak Puas
Timnas U-23 Indonesia Bakal Ubah Gaya Main meski Sapu Bersih Kemenangan di Uji Coba https://t.co/9XoGqGv66m;tribunSUPERBALL;;Tidak Puas
GOL LAGI INDONESIA, Evan Dimas muncul manfaatin umpan pendek dari Yudo. Wah asli Shin Tae Yong bikin gaya main timnas enak ditonton;dickybulinyaa;;Puas
Media Vietnam mencemooh gaya main Timnas Indonesia yang dianggap seperti atlet pencak silat. #userstory https://t.co/UuTDDNOMR6;kumparan;;Tidak Puas
Preview Indonesia U19 vs Kroasia U19\nSeperti nya masih sama dengan kemaren dengan gaya main parkir bus yg penting konsisten 90 menit dan penonton jgn berharap timnas indonesia cetak banyak gol karna masih proses ..;CahGend97901143;;Tidak Puas
Suporter Timnas Siap Kecewa? Shin Tae Yong Bilang Begini Soal Gaya Main Garuda Bersamanya \n\nhttps://t.co/9RLLtGV0Q6 \n\n#timnasindonesia #timnas #timnasu23 #timnasu19 #shintaeyong;cekho_doank;;Tidak Puas
Yang dibahas seputar era terbaik timnas, gaya main, regulasi liga indonesia sampai apa kira2 solusi yang cocok untuk Timnas Indonesia bersama salah satu narasumber @fad_alan\n\nohiya, masih akan ada Part 2 nya ya;fransdavidgino;;Puas
gejala ancur nya gaya main timnas indonesia sdh kerasa saat aff thn lalu,,banyak pihak yg merasa coach bima paling bertanggung jawab saat itu...dan ternyata sekarang....saya pikir pemain kita memang ndak niat utk main,berjuang dan menang #simontok;Boeng_Galih;;Tidak Puas
@indra_sjafri Suporter Timnas Indonesia bisa stress melihat gaya main yg defensive parkir bus ketika lawan masih se Asia Tenggara;RyanRock92;;Tidak Puas
@PSSI Kalah atau menang, lu udah bikin timnas dicaci maki 2 bulan ini jdi plis out abis ini. Bukan kekalahan biangnya tpi gaya main yg lu terapkan bikin Indonesia jadi kayak tim dongo. Gak usah nyalahin pemain, masyrakat udah pernah liat @Luismillacoach bikin timnas main bola yg bener.;manopeee;;Tidak Puas
Cuma ini Solusi yang paling tepat untuk menjawab permasalahan pemain Timnas Indonesia( @TimnasInfo . Jgn slahkan pemain, slhkan tanya kpd ferasinya. Krn di tangan/ arsitek yg tepat permainan Timnas Indonesia Lbih mnjanjikan (Gaya main Eropa).\nAyoolaah @PSSI , @imam_nahrawi. https://t.co/15XLx8fZvA;haris_molle;;Puas
Main gaya tarkam... minta emas... berat...#timnasindonesia;b2ngfebryanto;;Tidak Puas
Gaya main Indonesia lebih cair meski ditekan Malaysia. Agak kaget sih Timnas bisa main kya gini padahal di bawah pelatih cadangan.;OnalShineOn;;Puas
Mna @PSSI \nLiat gomes, borneo maiinnya dewa \nITU indonesia, cara main, gaya main indonesia\nIndonesia tuh lari, kilay mainnya\nIni mah apaan oper2an, mana ga bisa ngopernya juga\nMau latihan mah sebelumnya\nIndonesia tuh lari main cepet, bukan oper2, nunggu2\n#Liga1 \n#timnasindonesia;None88114236;;Tidak Puas
Jujur saya rindu gaya main Tiki Taka waktu coach @indra_sjafri menangani Timnas U-19. Main satu dua, Bermain terbuka, pressing lawan dan siap di pressure lawan.\n\nPlisss kembali ke pakem coach. Saya yakin Indonesia juara.\nTetap semangat. Terus berjuang âœŠ;PramoedyaDK;;Tidak Puas
@TeamMsia Timnas  indonesia  main  kurang  greget,  kurang semangat,  loyo,  sering hilang bola, kebanyak bawa  bola  sendirian  kelemahan timnas yg mencolok organisasi permainan engga jelas, pemain tengah kurang kreatif loyo, bek sering  kedodoran ,  kiper sering blunder kebanyakan gaya.;Jakaria35814876;;Tidak Puas
Entah cemana main timnas Indonesia me. Mampos lah kau @PSSI pelatih nya banyak gaya si kontol Simon.;johnandri;;Tidak Puas
Permainan Timnas Indonesia sangat identik dengan gaya main klub klub indonesia, langsung menusuk, tapi malasahnya permainan 90 menit kawan, 60 menit terus menerapkan gaya main seperri itu hbs juga, ga heran kalo liat pemain timnas indo udah pada kecapean #gaadaperubahan;leotumorang41;;Puas
@PRFMnews Pemain Indonesia lemah,Kiper banyak gaya blunder trs ga pantes main di timnas, kiper yg bagus m ridho tpi teu di panggil timnas.Pemain belakangna oge jelek banyak gaya kudu di ganti semua.Netizen Malaya jdi pada nyinyir.;D4N_Like19;;Tidak Puas
Gaya mainnya Timnas bukan gaya main Indonesia banget\nğŸ˜ğŸ˜ğŸ˜ https://t.co/y1EZPsvvOZ;agus_anama;;Tidak Puas
Mungkin salah satu cara buat menerima dan menikmati gaya main timnas Indonesia adalah dengan hanya menonton pertandingan Liga 1 tanpa pernah menonton liga sepakbola eropa sama sekali. Supaya kaki tetap menjejak bumi dan ekspektasi tidak terlalu tinggi.;kokocrvnch;;Tidak Puas
Miris liat timnas Indonesia. susah-susah filosofi gaya main yg cocok dengan timnas, pelatihnya diganti jadi ilang semuanya. kacau;AfrzlDP;;Tidak Puas
Prihatin liat gaya main timnas u-23 kita. Tapi lbh prihatin lg sama netizen yg ngetiknya saka. Cing atulah da mrk jg manusia yg pny hati. Ngritik boleh, tp caranya yg sopan. Saya ttp dukung doa aja. Mdh2an next match bisa di perbaiki permainannya. Semangat #TimnasIndonesia;Imeeta;;Tidak Puas
Gaya Main Timnas Indonesia U-22 Tak Bergantung Satu-Dua Pemain https://t.co/ZA59TQYyOe;GOAL_ID;;Puas
@PSSI Malu sebenarnya saya nonton gaya main Timnas indonesia yg tadi...bakal ada alasan karena cuaca nya panas sekian derajat celcius, pemain baru di bentuk, latihan baru beberapa hari, pelatih nya baru saja menangani tim, pemain kelelahan perjalan jauh dsb...klasik.;Anakupang2;;Tidak Puas
@PSSI berharap ada rotasi pemain dan perubahan formasi gaya main timnas indonesia di uji coba inilah tempatnya mencari ramuan terbaik untuk bisa berbicara di kualifikasi world cup. berharap tidak memakai formasi 3-4-3 build up serangan dari bawah kita buruk kiper dan 3 bek  kerap Miss;Riansya52503289;;Tidak Puas
Hal tersebut dibuktikan setelah penantian medali emas selama 32 tahun, timnas Indonesia berhasil menjuarai Sea Games 2023, berkat upaya permainan â€œkhasâ€ yang dikembangkan oleh Sjafrie kepada para anak asuhannya.#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;harrispradana_;;Puas
Indra Sjafri, pelatih timnas Indonesia U-22 yang baru saja meraih emas di SEA Games Kamboja menyatakan bangga dan salutnya untuk Prabowo Subianto.\n#SemuaDukungPrabowo #ManutJokowi;mingskyyy_;;Puas
"Itu dibuktikan Indra Sjafri ketika Timnas Indonesia U-22 berhasil mengakhiri penantian medali emas selama 32 tahun di SEA Games 2023. Akhirnya, cocok ya?"" tanya Prabowo . #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto""";tono14045;;Puas
timnas Indonesia berhasil menjuarai Sea Games 2023, berkat upaya permainan â€œkhasâ€ yang dikembangkan oleh Sjafrie kepada para anak asuhannya.\n#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;alfisahdinardi;;Puas
timnas Indonesia berhasil menjuarai Sea Games 2023, berkat upaya permainan â€œkhasâ€ yang dikembangkan oleh Sjafrie kepada para anak asuhannya.\n#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;Harumiii_kn;;Puas
Salah satu minatnya kepada sepak bola ia tunjukkan dengan menyaksikan final cabang olahraga sepak bola putra SEA Games 2023, antara Timnas Indonesia U-23 melawan Thailand U-23 yang dimenangkan oleh skuad Garuda.\n#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;CindyCarrolina;;Puas
Hal tersebut dibuktikan setelah penantian medali emas selama 32 tahun, timnas Indonesia berhasil menjuarai Sea Games 2023, #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;gadotaja;;Puas
Ketum PSSI Erick Thohir mengajak semua pihak pencapaian emas Timnas di SEA Games 2023 sbg momentum utk revolusi mental di sepakbola Indonesia.\nErick Thohir mengatakan, revolusi mental dimulai dt sepakbola, selanjutnya revolusi mental dilakukan utk Indonesia.\n#GueBarengErickThohir https://t.co/fklwYwy4Cn;Selena_Lauraaa;;Puas
Kehadiran lima legenda sepak bola dunia termasuk mantan pemain Lazio Juan Sebastian Veron disambut baik oleh pemain Timnas Indonesia salah satunya adalah Rizky Ridho. Sosok kapten yang membawa Garuda Muda juara di SEA Games 2023 itu menganggap, kehadiranâ€¦ https://t.co/Ho90wSQpMz;inilahdotcom;;Puas
Itu dibuktikan Indra Sjafri ketika Timnas Indonesia U-22 berhasil mengakhiri penantian medali emas selama 32 tahun di SEA Games 2023.\n#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;frmnsyh55775493;;Puas
Nama Pak Erick Thohir mengguiurkan banyak Parpol utk diusung sebagai Cawapres. \nSelain karena kinerjanya di BUMN yang bagus, pak Erick Thohir juga membawa anak-anak Timnas Garuda Juara Sea Games dan Juli nanti mendatangkan Argentina. \nIni sesuatu banget\n#GanjarErickDuetTerbaik https://t.co/m8Z2dOpC3O;Ruhi_Ruhi_;;Puas
Moment langka, saat seorg juru kamera terkena lemparan bola saat selebrasi gol ke 4 di Final sepakbola SEA Games 2023 Timnas Indonesia vs Thailand\n\n#SEAGames2023 https://t.co/WhMDsL8CKl;DK2125;;Puas
Ramadhan Sananta dan 3 Peraih Medali Emas SEA Games 2023 yang Tidak Dilirik Shin Tae-yong untuk Timnas Indonesia Vs Argentina https://t.co/oktxLNzpde;bolacomID;;Puas
Itu dibuktikan Indra Sjafri ketika Timnas Indonesia U-22 berhasil mengakhiri penantian medali emas selama 32 tahun di SEA Games 2023.\n#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;neinaadella07;;Puas
Indra Sjafri, pelatih timnas Indonesia U-22 yang baru saja meraih emas di SEA Games Kamboja menyatakan bangga dan salutnya untuk Prabowo. Â #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;Granny_2277;;Puas
Kejayaan Timnas Indonesia di SEA Games : Prestasi yang Menginspirasi https://t.co/Nv4dGB4Omx;Dewi75968779;;Puas
"Gue masih â€???â€ banget liat spanduk terima kasih erick thohir...."" Buat ngrayain timnas indo menang emas sea games and i was like ""THE AUDACITY??!?""""";seolabanyumanik;;Puas
Ketum PSSI Erick Thohir sang motivator handal yang berhasil membangun mental pemain timnas jelang lawan thailand di final Sea Games 2023 di Kamboja. Hasilnya, timnas menang 5-2 atas Thailand.\nErick Thohir sukses merevolusi mental pemain jadi mental juara!!\n#GueBarengErickThohir https://t.co/lHg0AXSnsv;03__nakula;;Puas
Dominasi Pemain Aboard, Skuad SEA Games 2023 Harus Belajar dari Timnas Senior di FIFA Matchday https://t.co/AJJgBFbwH6;tvOneNews;;Tidak Puas
Luar biasa motivasi yang terus diberikan oleh Ketua Umum PSSI Erick Thohir untuk Garuda Muda, sebagai bagian dari revolusi mental sepak bola, akhirnya mampu membuat Timnas U-22 mempersembahkan medali emas cabang sepak bola Sea Games Kamboja.\n@erickthohir\n#GueBarengErickThohir https://t.co/jsewYTjlJE;Aprilia_wiji;;Puas
Profil Ernando Ari, Salah Satu Pemain Kunci di Balik Kesuksesan Timnas Indonesia U-22 Raih Medali Emas SEA Games 2023 https://t.co/KuunyqsL3k;KamalJuly;;Puas
Diprovokasi, Dipukul Hingga Diinjak, Erick Thohir: Mental Indonesia Bangkit dan Melawan\n\nKetua Umum PSSI Erick Thohir mengatakan timnas U-22 menunjukkan mental pemenang saat membungkam Thailand di partai final sepakbola SEA Games di Olympic Stadium.\n\n#GueBarengErickThohir https://t.co/ex3FGCT3Ti;MarkEsso8;;Puas
Sukses di SEA Games 2023, Kiper Persebaya Ernando Ari Masuk Line Up Timnas Indonesia vs Argentina https://t.co/GrfavBv4Tl;KamalJuly;;Puas
@Puthutea Mirip timnas Indonesia di SEA Games, Mas. Yg nendang bek tengah dan gagal ğŸ˜…;ariesadhar;;Tidak Puas
GOL-GOL INDAH TIMNAS U22 SEAGAMES 2023.â€¦\nKlik untuk lihat kontennyağŸ‘‡ğŸ¼ğŸ‘‡ğŸ¼ğŸ‘‡ğŸ¼\nhttps://t.co/VepwS8n2Sc https://t.co/7oxE2xHTga;sentana_as80258;;Puas
1. Timnas Sepakbola Indonesia U-22 Raih Medali Emas di SEA Games 2023 ğŸ¥‡\nTimnas Indonesia akhirnya kembali meraih medali emas sepak bola di SEA Games 2023 Kamboja, setelah 32 tahun sejak peraihan emas pada SEA Games 1991.;pidas_81;;Puas
Budayawan Indonesia Made Putrawan menilai Erick Thohir sbg pemimpin panutan generasi milenial Indonesia.Â Apalagi stlh Timnas Sepak Bola U-22 Indonesia meraih medali emas di ajang SEA Games Kamboja 2023 yg itu bisa menunjang elektabilitas Erick Thohir. \n#GanjarErickDuetTerbaik https://t.co/12ZDpubPkW;Selena_Lauraaa;;Puas
Usai Bawa Timnas Indonesia Raih Medali Emas SEA Games 2023, Akankah Magis Indra Sjafri Berlanjut ke Piala AFF U-23?\n\nhttps://t.co/PeKMhx1zCA;bolacomID;;Puas
Ramadhan Sananta top skor sea games kamboja Juara Indonesia Emas setelah 32 tahun tak dipanggil sty si songong sok keren tapi hasil minimal,untuk tampil di #timnasday vs argentina.Ya,mudah,2 kubu timnas,kubu nasionalisme patriotis bela pemain nasional,dgn kubu asing gajeğŸ˜itu aja https://t.co/Nnw3azV1jw;JASMERAHAntiPKI;;Tidak Puas
@JidanNot6 Juara piala dunia hanyalah batu loncatan untuk bisa melawan timnas juara seagames;HiyuTapioka;;Puas
Keberhasilan Timnas Indonesia U-22 di kancah SEA Games 2023 di Kamboja bisa menjadi momentum awal kebangkitan sepak bola Indonesia. #BRIPalingBola #BRImoFutureGaruda;khoniciwak;;Puas
Keberhasilan Timnas Indonesia U-22 di kancah SEA Games 2023 di Kamboja bisa menjadi momentum awal kebangkitan sepak bola Indonesia. #BRIPalingBola #BRImoFutureGaruda;aioehai;;Puas
Menurutnya, hasil baik yang dibawa oleh Timnas Sepak Bola Indonesia di SEA Games 2023 di Kamboja beberapa waktu lalu harus menjadi tonggak baru kemajuan sepak bola Indonesia di level yang lebih tinggi. \n\n#BankSyariahIndonesia\n#TumbuhSeimbangDanBerkelanjutan;bankbsi_id;;Puas
"Ramadhan Sananta justru menghilang"" dari sepak bola Indonesia, saat ia baru saja menjadi pahlawan medali emas SEA Games 2023. Setelah pertandingan ikonik dengan skor 5-2 itu, Sananta seolah kehilangan panggung di level klub dan timnas\nhttps://t.co/zU0yooGdp0""";BolaSportcom;;Tidak Puas
Cerita di balik gacornya Ramadhan Sananta di SEA Games kemarin ğŸ˜²\n\nNantikan ya obrolan CEO @radotvalent bersama dua staf pelatih Timnas U-22 Kurniawan D. Y. dan Bimasakti di episode terbaru #Jebreeetalks.\n\nSegera tayang di Jebreeetmedia TV! https://t.co/9DxEh9wAeA;jebreeetmedia;;Puas
SEA Games 2023 hingga kemenangan Timnas U22 Indonesia dalam perolehan medali emas cabang olahraga sepakbola.\n\nYuk, simak lebih lengkapnya tentang berita terbaru selama bulan Mei di IR WHAT NEWS May Edition. Swipe left, dan jangan sampai ketinggalan berita ya!\n\n#IRWHATNEWS https://t.co/NmKAGh0Q9X;KOMAHI_UR;;Puas
Dipilih sepak bola karena masih teras euforia Timnas U22 yang keluar sebagai juara di SEA Games 2023.\n#SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;KyaraHumanerror;;Puas
Setelah penantian panjang selama 32 tahun, Garuda Muda Indonesia berhasil membawa pulang medali emas cabang olah raga sepak bola di SEA Games 2023. \nTerima kasih, Timnas Indonesia U-22.\n#SEAGames2023\n#TimnasU22\n#IndonesiaJuara\n#PLN\n#PLNUntukIndonesia\n#PLNUnleashingEnergyandBeyond https://t.co/lmV1PJKuUg;NulikAngelin;;Puas
Terima kasih Nyong gagah \nMuhammad Fajar Faturrahman\nPutera Moti di Maluku Utara yang lahir dan besar di Manokwari dan sukses meraih emas sepakbola Sea Games 2023 bersama Timnas Indonesia..\n#MalutUnitedFC https://t.co/MHDweSE89F;asgharsaleh;;Puas
https://t.co/SNZxBS9Lcg -  Usai Bawa Timnas Indonesia U-22 Raih Medali Emas SEA Games 2023, Beckham Putra Dapat Tambahan Libur dari Persib Bandung: Beckham Putra bantu Timnas Indonesia U-22 raih medali emas SEA Games 2023 https://t.co/WwlMvkIskv;7Braders;;Puas
Pemain Timnas Indonesia yang turut menggondol emas di ajang SEA Games 2023, Beckham Putra Nugraha, ternyata tinggal di rumah yang sederhana. Penasaran? Simak potret huniannya di sini! https://t.co/WdH03YgMdhÂ #Berita99Indonesia #99info #99Indonesia;99dotco_ID;;Puas
Banyak hal yang terjadi dalam proses Timnas Indonesia mengakhiri puasa gelar 32 tahun di SEA Games. Manajer Timnas Indonesia U-22 Sumardji mengungkap berbagai cerita seru di balik prestasi emas SEA Games 2023 tersebut. https://t.co/TzLFmhyzXf #WawancaraEksklusif #CNNIndonesia https://t.co/HwEoADrggl;CNNIndonesia;;Puas
Dipilih sepak bola karena masih teras euforia Timnas U22 yang keluar sebagai juara di SEA Games 2023. #SemuaDukungPrabowo #ManutJokowi Prabowo Subianto;lehon_mangolu;;Puas
Wapres mengapresiasi timnas U-22 di SEA Games. https://t.co/Pww6ziY6av;republikaonline;;Puas
Kesuksesan timnas Indonesia meraih medali emas seagames 2023 menjadi titik awal dalam membangun empat tradisi baru di PSSI.\nGaruda Mendunia 2045 \n#BlueprintPSSI;GilangEhsan;;Puas
Seagames sebagai.pemanasan Timnas untuk menuju the real Kompetition Piala Asia dan Piala Dunia..semoga permainan garuda muda tetap.konsisten skill makin teruji;OktoraJk007;;Puas
Saya sudah mengira kalau Timnas U-23 itu akan gagal di Sea Games.\nTapi kekecewaan ini sudah reda karena Indonesia sudah punya gaya main yang sangat indah.\nThanks @Luismillacoach \nPelatih Timnas Indonesia Terbaik yang pernah ada;bosco_balbalan;;Puas
